row_index,date,category,amount_eur,note,is_daily,source_sheet
1327,2026-06-24,Подарунки,55.28,Наталі: Лореаль магазі(Instant Effect Gel EYE) - на ДН,False,Червень 2026
1328,2026-06-24,Продукти,8.47,,True,Червень 2026
1329,2026-06-24,Сигарети,7.0,,True,Червень 2026
1330,2026-06-24,Спорт,5.5,,False,Червень 2026
1331,2026-06-25,Продукти,6.03,,True,Червень 2026
1332,2026-06-25,Продукти,1.99,,True,Червень 2026
1333,2026-06-25,Сигарети,7.0,,True,Червень 2026
1334,2026-06-25,Хімія,36.03,Демакіяж в Лореаль магазі,True,Червень 2026
1335,2026-06-26,Перукар,35.0,,False,Червень 2026
1336,2026-06-26,Сигарети,7.0,,True,Червень 2026
1337,2026-06-26,Техніка,1767.7,Макбук,False,Червень 2026
1338,2026-06-26,Хімія,10.0,,True,Червень 2026
1339,2026-06-26,івенти (квитки),62.1,Театр,False,Червень 2026
1340,2026-06-27,Продукти,20.11,,True,Червень 2026
1341,2026-06-27,Продукти,7.09,,True,Червень 2026
1342,2026-06-27,Сигарети,7.0,,True,Червень 2026
1343,2026-06-27,Техніка,720.32,Айфон,False,Червень 2026
1344,2026-06-27,Техніка,-178.0,Айфон,False,Червень 2026
1345,2026-06-28,Подарунки,13.0,Подарунки малим (за налічку були),False,Червень 2026
1346,2026-06-28,Сигарети,7.0,,True,Червень 2026
1347,2026-06-28,Спорт,5.5,,False,Червень 2026
1348,2026-06-29,Продукти,13.63,,True,Червень 2026
1349,2026-06-29,Сигарети,7.0,,True,Червень 2026
1350,2026-06-29,Хоббі,50.0,Болгарська,True,Червень 2026
1351,2026-06-30,Іжа на виніс,13.4,,True,Червень 2026
1352,2026-06-30,Перукар,32.0,,False,Липень 2026
1353,2026-06-30,Продукти,3.06,,True,Червень 2026
1354,2026-06-30,Сигарети,7.0,,True,Червень 2026
1355,2026-07-01,Алкоголь,4.09,Вино,True,Липень 2026
1356,2026-07-01,Квартира,21.83,Жіночка,False,Липень 2026
1357,2026-07-01,Мама+котянчики,157.79,,False,Липень 2026
1358,2026-07-01,Медицина,205.5,Аналізи,False,Липень 2026
1359,2026-07-01,Продукти,0.61,,True,Липень 2026
1360,2026-07-01,Продукти,10.4,,True,Липень 2026
1361,2026-07-01,Продукти,5.41,,True,Липень 2026
1362,2026-07-01,Продукти,6.47,,True,Липень 2026
1363,2026-07-01,Проїзд,0.51,,True,Липень 2026
1364,2026-07-01,Сигарети,7.0,,True,Липень 2026
1365,2026-07-02,Квартира,34.44,Світло,False,Липень 2026
1366,2026-07-02,Квартира,19.25,Вода,False,Липень 2026
1367,2026-07-02,Підписки,3.23,Ютуб Коля,False,Липень 2026
1368,2026-07-02,Сигарети,7.0,,True,Липень 2026
1369,2026-07-02,Солодке,3.27,,True,Липень 2026
1370,2026-07-02,Спорт,5.5,,False,Липень 2026
1371,2026-07-02,Таксі,3.98,,True,Липень 2026
1372,2026-07-03,Продукти,23.83,,True,Липень 2026
1373,2026-07-03,Речі для дому,8.08,Фільтри для душу,False,Липень 2026
1374,2026-07-03,Сигарети,7.0,,True,Липень 2026
1375,2026-07-04,iherb,117.1,,True,Липень 2026
1376,2026-07-04,Сигарети,7.0,,True,Липень 2026
1377,2026-07-05,Медицина,18.15,,False,Липень 2026
1378,2026-07-05,Продукти,24.28,,True,Липень 2026
1379,2026-07-05,Продукти,4.07,,True,Липень 2026
1380,2026-07-05,Сигарети,7.0,,True,Липень 2026
1381,2026-07-06,Продукти,6.07,,True,Липень 2026
1382,2026-07-06,Проїзд,1.02,,True,Липень 2026
1383,2026-07-06,Сигарети,7.0,,True,Липень 2026
1384,2026-07-07,Допомога,9.88,,False,Липень 2026
1385,2026-07-07,Продукти,1.05,,True,Липень 2026
1386,2026-07-07,Сигарети,7.0,,True,Липень 2026
1387,2026-07-08,Алкоголь,9.98,,True,Липень 2026
1388,2026-07-08,Квартира,11.79,Інтернет,False,Липень 2026
1389,2026-07-08,Квартира,560.0,,False,Липень 2026
1390,2026-07-08,Продукти,11.83,,True,Липень 2026
1391,2026-07-08,Продукти,8.78,,True,Липень 2026
1392,2026-07-08,Продукти,4.88,,True,Липень 2026
1393,2026-07-08,Продукти,22.6,,True,Липень 2026
1394,2026-07-08,Продукти,9.73,,True,Липень 2026
1395,2026-07-08,Сигарети,7.0,,True,Липень 2026
1396,2026-07-08,Хімія,9.32,,True,Липень 2026
1397,2026-07-09,Продукти,8.11,,True,Липень 2026
1398,2026-07-09,Продукти,5.99,,True,Липень 2026
1399,2026-07-09,Сигарети,7.0,,True,Липень 2026
1400,2026-07-09,Спорт,5.5,,False,Липень 2026
1401,2026-07-10,Допомога,1.0,,False,Липень 2026
1402,2026-07-10,Продукти,7.67,,True,Липень 2026
1403,2026-07-10,Продукти,4.1,,True,Липень 2026
1404,2026-07-10,Продукти,4.39,,True,Липень 2026
1405,2026-07-10,Проїзд,1.02,,True,Липень 2026
1406,2026-07-10,Підписки,10.05,Мобільний болгарія,False,Липень 2026
1407,2026-07-10,Сигарети,7.0,,True,Липень 2026
1408,2026-07-10,Таксі,9.57,,True,Липень 2026
1409,2026-07-10,Таксі,4.0,,True,Липень 2026
1410,2026-07-11,Іжа в закладі,22.5,,True,Липень 2026
1411,2026-07-11,Іжа в закладі,13.87,,True,Липень 2026
1412,2026-07-11,Допомога,9.89,,False,Липень 2026
1413,2026-07-11,Масаж,57.0,,False,Липень 2026
1414,2026-07-11,Приїзд родичів,27.28,,False,Липень 2026
1415,2026-07-11,Продукти,7.12,,True,Липень 2026
1416,2026-07-11,Продукти,1.99,,True,Липень 2026
1417,2026-07-11,Проїзд,1.02,,True,Липень 2026
1418,2026-07-11,Сигарети,7.0,,True,Липень 2026
1419,2026-07-11,Солодке,0.98,,True,Липень 2026
1420,2026-07-11,Солодке,4.5,,True,Липень 2026
1421,2026-07-11,Таксі,5.42,,True,Липень 2026
1422,2026-07-11,Таксі,8.05,,True,Липень 2026
1423,2026-07-12,Іжа в закладі,5.5,,True,Липень 2026
1424,2026-07-12,Продукти,11.77,,True,Липень 2026
1425,2026-07-12,Сигарети,7.0,,True,Липень 2026
1426,2026-07-12,Солодке,0.98,,True,Липень 2026
1427,2026-07-12,Солодке,4.0,,True,Липень 2026
1428,2026-07-12,Спорт,5.5,,False,Липень 2026
1429,2026-07-12,Таксі,6.15,,True,Липень 2026
1430,2026-07-12,Таксі,5.65,,True,Липень 2026
1431,2026-07-12,Таксі,5.9,,True,Липень 2026
1432,2026-07-12,Таксі,5.93,,True,Липень 2026
1433,2026-07-13,Іжа в закладі,17.35,,True,Липень 2026
1434,2026-07-13,Подарунки,78.78,Софійка ДН,False,Липень 2026
1435,2026-07-13,Приїзд родичів,93.0,Аквахаус,False,Липень 2026
1436,2026-07-13,Приїзд родичів,79.3,Аквахаус,False,Липень 2026
1437,2026-07-13,Солодке,0.98,,True,Липень 2026
1438,2026-07-13,Таксі,8.78,,True,Липень 2026
1439,2026-07-13,Таксі,8.67,,True,Липень 2026
1440,2026-07-14,Іжа в закладі,5.6,,True,Липень 2026
1441,2026-07-14,Іжа в закладі,23.8,,True,Липень 2026
1442,2026-07-14,Іжа в закладі,1.58,,True,Липень 2026
1443,2026-07-14,Іжа на виніс,20.1,,True,Липень 2026
1444,2026-07-14,Іжа на виніс,2.98,,True,Липень 2026
1445,2026-07-14,Продукти,3.01,,True,Липень 2026
1446,2026-07-14,Продукти,5.1,,True,Липень 2026
1447,2026-07-14,Проїзд,1.53,,True,Липень 2026
1448,2026-07-14,Сигарети,7.0,,True,Липень 2026
1449,2026-07-14,Снеки,5.35,,True,Липень 2026
1450,2026-07-14,Солодке,0.98,,True,Липень 2026
1451,2026-07-14,Солодке,0.79,,True,Липень 2026
1452,2026-07-14,Солодке,25.11,,True,Липень 2026
1453,2026-07-14,Таксі,6.38,,True,Липень 2026
1454,2026-07-14,Таксі,5.35,,True,Липень 2026
1455,2026-07-14,Таксі,3.97,,True,Липень 2026
1456,2026-07-14,Техніка,15.0,Скло на телефон,False,Липень 2026
1457,2026-07-15,Іжа в закладі,49.0,,True,Липень 2026
1458,2026-07-15,Іжа на виніс,7.36,,True,Липень 2026
1459,2026-07-15,Іжа на виніс,8.43,,True,Липень 2026
1460,2026-07-15,Продукти,3.99,,True,Липень 2026
1461,2026-07-15,Продукти,11.95,,True,Липень 2026
1462,2026-07-15,Сигарети,7.0,,True,Липень 2026
1463,2026-07-15,Снеки,2.45,,True,Липень 2026
1464,2026-07-15,Солодке,0.98,,True,Липень 2026
1465,2026-07-15,Солодке,3.29,,True,Липень 2026
1466,2026-07-15,Таксі,6.14,,True,Липень 2026
1467,2026-07-15,Таксі,5.62,,True,Липень 2026
1468,2026-07-15,Таксі,7.62,,True,Липень 2026
1469,2026-07-15,Таксі,5.45,,True,Липень 2026
1470,2026-07-16,Іжа на виніс,3.9,,True,Липень 2026
1471,2026-07-16,Подарунки,13.24,Тахан,False,Липень 2026
1472,2026-07-16,Продукти,19.83,,True,Липень 2026
1473,2026-07-16,Продукти,3.7,,True,Липень 2026
1474,2026-07-16,Продукти,1.53,,True,Липень 2026
1475,2026-07-16,Сигарети,7.0,,True,Липень 2026
1476,2026-07-16,Солодке,0.58,,True,Липень 2026
1477,2026-07-16,Солодке,1.8,,True,Липень 2026
1478,2026-07-16,Солодке,2.6,,True,Липень 2026
1479,2026-07-16,Таксі,5.09,,True,Липень 2026
1480,2026-07-16,Таксі,5.59,,True,Липень 2026
1481,2026-07-16,Таксі,5.09,,True,Липень 2026
1482,2026-07-16,Таксі,5.37,,True,Липень 2026
1483,2026-07-17,Іжа в закладі,6.0,,True,Липень 2026
1484,2026-07-17,Іжа на виніс,5.82,,True,Липень 2026
1485,2026-07-17,Іжа на виніс,18.44,,True,Липень 2026
1486,2026-07-17,Іжа на виніс,2.04,,True,Липень 2026
1487,2026-07-17,Приїзд родичів,3.58,,False,Липень 2026
1488,2026-07-17,Приїзд родичів,18.15,,False,Липень 2026
1489,2026-07-17,Продукти,2.09,,True,Липень 2026
1490,2026-07-17,Продукти,14.59,,True,Липень 2026
1491,2026-07-17,Продукти,-3.58,,True,Липень 2026
1492,2026-07-17,Продукти,-0.58,,True,Липень 2026
1493,2026-07-17,Продукти,11.9,,True,Липень 2026
1494,2026-07-17,Речі для дому,10.22,,False,Липень 2026
1495,2026-07-17,Сигарети,7.0,,True,Липень 2026
1496,2026-07-17,Солодке,0.58,,True,Липень 2026
1497,2026-07-17,Солодке,2.6,,True,Липень 2026
1498,2026-07-17,Солодке,3.29,,True,Липень 2026
1499,2026-07-17,Спорт,5.5,,False,Липень 2026
1500,2026-07-17,Таксі,6.4,,True,Липень 2026
1501,2026-07-17,Таксі,6.16,,True,Липень 2026
1502,2026-07-17,Таксі,5.87,,True,Липень 2026
1503,2026-07-17,Таксі,6.13,,True,Липень 2026
1504,2026-07-18,Іжа в закладі,16.36,,True,Липень 2026
1505,2026-07-18,Іжа в закладі,2.27,,True,Липень 2026
1506,2026-07-18,Іжа в закладі,9.68,,True,Липень 2026
1507,2026-07-18,Приїзд родичів,6.38,,False,Липень 2026
1508,2026-07-18,Приїзд родичів,87.35,,False,Липень 2026
1509,2026-07-18,Продукти,1.99,,True,Липень 2026
1510,2026-07-18,Сигарети,7.0,,True,Липень 2026
1511,2026-07-18,Солодке,0.58,,True,Липень 2026
1512,2026-07-18,Таксі,5.76,,True,Липень 2026
1513,2026-07-18,Таксі,5.65,,True,Липень 2026
1514,2026-07-18,Техніка,21.11,Наушники,False,Липень 2026
1515,2026-07-18,Хімія,21.83,,True,Липень 2026
1516,2026-07-19,Іжа в закладі,12.98,,True,Липень 2026
1517,2026-07-19,Приїзд родичів,8.14,,False,Липень 2026
1518,2026-07-19,Продукти,4.78,,True,Липень 2026
1519,2026-07-19,Продукти,5.62,,True,Липень 2026
1520,2026-07-19,Продукти,8.05,,True,Липень 2026
1521,2026-07-19,Сигарети,7.0,,True,Липень 2026
1522,2026-07-19,Снеки,9.14,,True,Липень 2026
1523,2026-07-19,Солодке,0.58,,True,Липень 2026
1524,2026-07-19,Солодке,5.97,,True,Липень 2026
1525,2026-07-19,Спорт,5.5,,False,Липень 2026
1526,2026-07-19,Таксі,5.54,,True,Липень 2026
1527,2026-07-20,Продукти,3.01,,True,Липень 2026
1528,2026-07-20,Солодке,0.78,,True,Липень 2026
1529,2026-07-21,Іжа на виніс,8.71,,True,Липень 2026
1530,2026-07-21,Приїзд родичів,8.2,Таксі з дому і додому в Вінниці,False,Липень 2026
1531,2026-07-21,Продукти,6.8,,True,Липень 2026
1532,2026-07-21,Сигарети,7.0,,True,Липень 2026
1533,2026-07-21,Сигарети,7.0,,True,Липень 2026
1534,2026-07-22,Англійська,6.17,,False,Липень 2026
1535,2026-07-22,Масаж,60.0,,False,Липень 2026
1536,2026-07-22,Продукти,8.11,,True,Липень 2026
1537,2026-07-22,Речі для дому,9.2,Фільтри для води,False,Липень 2026
1538,2026-07-22,Сигарети,7.0,,True,Липень 2026
1539,2026-07-23,Продукти,4.64,,True,Липень 2026
1540,2026-07-23,Продукти,1.36,,True,Липень 2026
1541,2026-07-23,Продукти,3.61,,True,Липень 2026
1542,2026-07-23,Підписки,1.57,Гугл диск,False,Липень 2026
1543,2026-07-23,Підписки,5.59,Icloud,False,Липень 2026
1544,2026-07-23,Підписки,3.23,Youtube Оля,False,Липень 2026
1545,2026-07-23,Сигарети,7.0,,True,Липень 2026
1546,2026-07-24,Іжа на виніс,2.04,,True,Липень 2026
1547,2026-07-24,Іжа на виніс,18.56,,True,Липень 2026
1548,2026-07-24,Іжа на виніс,-4.98,,True,Липень 2026
1549,2026-07-24,Іжа на виніс,-4.19,,True,Липень 2026
1550,2026-07-24,Іжа на виніс,6.08,,True,Липень 2026
1551,2026-07-24,Перукар,75.0,,False,Липень 2026
1552,2026-07-24,Продукти,4.19,,True,Липень 2026
1553,2026-07-24,Продукти,1.99,,True,Липень 2026
1554,2026-07-24,Продукти,0.58,,True,Липень 2026
1555,2026-07-24,Сигарети,7.0,,True,Липень 2026
1556,2026-07-24,Солодке,4.98,,True,Липень 2026
1557,2026-07-24,Солодке,1.99,,True,Липень 2026
1558,2026-07-24,Солодке,0.61,,True,Липень 2026
1559,2026-07-25,Іжа на виніс,21.0,,True,Липень 2026
1560,2026-07-25,Продукти,3.01,,True,Липень 2026
1561,2026-07-25,Продукти,3.06,,True,Липень 2026
1562,2026-07-25,Сигарети,7.0,,True,Липень 2026
1563,2026-07-25,Солодке,3.57,,True,Липень 2026
1564,2026-07-26,Іжа на виніс,4.28,,True,Липень 2026
1565,2026-07-26,Продукти,23.46,,True,Липень 2026
1566,2026-07-26,Підписки,1.77,Ютуб Коля,False,Липень 2026
1567,2026-07-26,Сигарети,7.0,,True,Липень 2026
1568,2026-07-26,Солодке,7.47,,True,Липень 2026
1569,2026-07-26,Спорт,5.5,,False,Липень 2026
1570,2026-07-27,Іжа на виніс,4.12,,True,Липень 2026
1571,2026-07-27,Допомога,19.66,,False,Липень 2026
1572,2026-07-27,Продукти,3.01,,True,Липень 2026
1573,2026-07-27,Продукти,2.75,,True,Липень 2026
1574,2026-07-27,Продукти,3.99,,True,Липень 2026
1575,2026-07-27,Продукти,1.0,,True,Липень 2026
1576,2026-07-27,Підписки,5.7,Телефон Коля,False,Липень 2026
1577,2026-07-27,Солодке,2.2,,True,Липень 2026
1578,2026-07-27,Хоббі,74.8,,True,Липень 2026
1579,2026-07-27,Хімія,38.93,,True,Липень 2026
1580,2026-07-27,Хімія,8.85,,True,Липень 2026
1581,2026-07-27,Хімія,3.27,,True,Липень 2026
1582,2026-07-28,Іжа на виніс,11.3,,True,Липень 2026
1583,2026-07-28,Допомога,9.83,,False,Липень 2026
1584,2026-07-28,Продукти,16.62,,True,Липень 2026
1585,2026-07-28,Сигарети,14.0,,True,Липень 2026
1586,2026-07-28,Спорт,5.5,,False,Липень 2026
1587,2026-07-29,Допомога,9.83,,False,Липень 2026
1588,2026-07-29,Продукти,3.78,,True,Липень 2026
1589,2026-07-29,Сигарети,7.0,,True,Липень 2026
1590,2026-07-29,Снеки,3.12,,True,Липень 2026
1591,2026-07-29,Спорт,4.84,,False,Липень 2026
1592,2026-07-29,Спорт,2.33,,False,Липень 2026
1593,2026-07-29,Хоббі,11.0,Вазони,True,Липень 2026
1594,2026-07-30,Продукти,20.39,,True,Липень 2026
1595,2026-07-30,Підписки,21.6,,False,Липень 2026
1596,2026-07-30,Сигарети,7.0,,True,Липень 2026
1597,2026-07-31,Іжа в закладі,10.0,,True,Липень 2026
1598,2026-07-31,Іжа на виніс,5.46,,True,Липень 2026
1599,2026-07-31,Продукти,14.83,,True,Липень 2026
1600,2026-07-31,Продукти,2.27,,True,Липень 2026
1601,2026-07-31,Продукти,1.99,,True,Липень 2026
1602,2026-07-31,Продукти,7.77,,True,Липень 2026
1603,2026-07-31,Підписки,7.87,телефон лайф,False,Липень 2026
1604,2026-07-31,Сигарети,7.0,,True,Липень 2026
1605,2026-07-31,Снеки,1.73,,True,Липень 2026
1606,2026-07-31,Снеки,6.59,,True,Липень 2026
1607,2026-07-31,Спорт,11.0,,False,Липень 2026
1608,2026-08-01,Приїзд родичів,8.0,,False,Серпень 2026
1609,2026-08-01,Продукти,17.03,,True,Серпень 2026
1610,2026-08-01,Продукти,-10.5,,True,Серпень 2026
1611,2026-08-01,Продукти,2.24,,True,Серпень 2026
1612,2026-08-01,Проїзд,1.02,,True,Серпень 2026
1613,2026-08-01,Сигарети,7.0,,True,Серпень 2026
1614,2026-08-01,Солодке,0.7,,True,Серпень 2026
1615,2026-08-01,Солодке,3.91,,True,Серпень 2026
1616,2026-08-01,Таксі,5.96,,True,Серпень 2026
1617,2026-08-01,Таксі,4.22,,True,Серпень 2026
1618,2026-08-01,Таксі,4.96,,True,Серпень 2026
1619,2026-08-01,Таксі,6.18,,True,Серпень 2026
1620,2026-08-01,Хоббі,3.99,,True,Серпень 2026
1621,2026-08-02,Приїзд родичів,17.97,,False,Серпень 2026
1622,2026-08-02,Приїзд родичів,1.78,,False,Серпень 2026
1623,2026-08-02,Продукти,5.5,,True,Серпень 2026
1624,2026-08-02,Продукти,5.08,,True,Серпень 2026
1625,2026-08-02,Таксі,5.17,,True,Серпень 2026
1626,2026-08-02,Таксі,5.68,,True,Серпень 2026
1627,2026-08-02,Таксі,5.64,,True,Серпень 2026
1628,2026-08-02,Таксі,5.48,,True,Серпень 2026
1629,2026-08-03,Приїзд родичів,9.05,,False,Серпень 2026
1630,2026-08-03,Приїзд родичів,1.2,,False,Серпень 2026
1631,2026-08-03,Приїзд родичів,13.4,,False,Серпень 2026
1632,2026-08-03,Приїзд родичів,2.04,,False,Серпень 2026
1633,2026-08-03,Приїзд родичів,4.65,,False,Серпень 2026
1634,2026-08-03,Приїзд родичів,3.02,,False,Серпень 2026
1635,2026-08-03,Продукти,5.14,,True,Серпень 2026
1636,2026-08-03,Продукти,15.11,,True,Серпень 2026
1637,2026-08-03,Продукти,3.7,,True,Серпень 2026
1638,2026-08-03,Продукти,11.35,,True,Серпень 2026
1639,2026-08-03,Сигарети,7.0,,True,Серпень 2026
1640,2026-08-03,Солодке,3.98,,True,Серпень 2026
1641,2026-08-03,Солодке,3.9,,True,Серпень 2026
1642,2026-08-03,Таксі,5.04,,True,Серпень 2026
1643,2026-08-03,Таксі,4.06,,True,Серпень 2026
1644,2026-08-04,Іжа в закладі,6.83,,True,Серпень 2026
1645,2026-08-04,Іжа в закладі,0.6,,True,Серпень 2026
1646,2026-08-04,Іжа в закладі,25.2,,True,Серпень 2026
1647,2026-08-04,Іжа в закладі,4.5,,True,Серпень 2026
1648,2026-08-04,Іжа в закладі,12.0,,True,Серпень 2026
1649,2026-08-04,Іжа в закладі,12.43,,True,Серпень 2026
1650,2026-08-04,Іжа в закладі,5.46,,True,Серпень 2026
1651,2026-08-04,Іжа в закладі,1.37,,True,Серпень 2026
1652,2026-08-04,Приїзд родичів,25.0,,False,Серпень 2026
1653,2026-08-04,Сигарети,7.0,,True,Серпень 2026
1654,2026-08-04,Солодке,9.21,,True,Серпень 2026
1655,2026-08-04,Таксі,5.0,,True,Серпень 2026
1656,2026-08-04,Таксі,5.66,,True,Серпень 2026
1657,2026-08-04,Таксі,5.57,,True,Серпень 2026
1658,2026-08-04,Таксі,4.75,,True,Серпень 2026
1659,2026-08-04,Таксі,4.99,,True,Серпень 2026
1660,2026-08-05,Іжа в закладі,12.0,,True,Серпень 2026
1661,2026-08-05,Квартира,39.97,Світло,False,Серпень 2026
1662,2026-08-05,Квартира,32.52,Вода,False,Серпень 2026
1663,2026-08-05,Приїзд родичів,1.94,,False,Серпень 2026
1664,2026-08-05,Продукти,5.57,,True,Серпень 2026
1665,2026-08-05,Продукти,11.2,,True,Серпень 2026
1666,2026-08-05,Продукти,29.47,,True,Серпень 2026
1667,2026-08-05,Сигарети,7.0,,True,Серпень 2026
1668,2026-08-05,Солодке,2.0,,True,Серпень 2026
1669,2026-08-05,Солодке,2.1,,True,Серпень 2026
1670,2026-08-05,Таксі,6.0,,True,Серпень 2026
1671,2026-08-05,Таксі,5.85,,True,Серпень 2026
1672,2026-08-05,Таксі,5.97,,True,Серпень 2026
1673,2026-08-05,Таксі,5.67,,True,Серпень 2026
1674,2026-08-06,Іжа в закладі,44.0,,True,Серпень 2026
1675,2026-08-06,Іжа в закладі,2.1,,True,Серпень 2026
1676,2026-08-06,Іжа в закладі,7.3,,True,Серпень 2026
1677,2026-08-06,Іжа в закладі,18.65,,True,Серпень 2026
1678,2026-08-06,Приїзд родичів,5.0,,False,Серпень 2026
1679,2026-08-06,Приїзд родичів,3.5,,False,Серпень 2026
1680,2026-08-06,Приїзд родичів,3.0,,False,Серпень 2026
1681,2026-08-06,Приїзд родичів,1.0,,False,Серпень 2026
1682,2026-08-06,Приїзд родичів,25.0,,False,Серпень 2026
1683,2026-08-06,Продукти,7.19,,True,Серпень 2026
1684,2026-08-06,Сигарети,7.0,,True,Серпень 2026
1685,2026-08-06,Таксі,6.0,,True,Серпень 2026
1686,2026-08-06,Таксі,12.33,,True,Серпень 2026
1687,2026-08-06,Таксі,3.98,,True,Серпень 2026
1688,2026-08-06,Таксі,4.03,,True,Серпень 2026
1689,2026-08-07,Іжа в закладі,7.2,,True,Серпень 2026
1690,2026-08-07,Іжа в закладі,47.0,,True,Серпень 2026
1691,2026-08-07,Іжа в закладі,14.37,,True,Серпень 2026
1692,2026-08-07,Іжа в закладі,11.87,,True,Серпень 2026
1693,2026-08-07,Іжа в закладі,3.15,,True,Серпень 2026
1694,2026-08-07,Іжа в закладі,1.75,,True,Серпень 2026
1695,2026-08-07,Іжа в закладі,7.68,,True,Серпень 2026
1696,2026-08-07,Приїзд родичів,42.93,,False,Серпень 2026
1697,2026-08-07,Приїзд родичів,80.49,,False,Серпень 2026
1698,2026-08-07,Продукти,6.28,,True,Серпень 2026
1699,2026-08-07,Проїзд,0.51,,True,Серпень 2026
1700,2026-08-07,Сигарети,7.0,,True,Серпень 2026
1701,2026-08-07,Таксі,4.41,,True,Серпень 2026
1702,2026-08-07,Таксі,4.99,,True,Серпень 2026
1703,2026-08-08,Іжа в закладі,6.0,,True,Серпень 2026
1704,2026-08-08,Квартира,11.79,Інтернет домашній,False,Серпень 2026
1705,2026-08-08,Приїзд родичів,20.0,,False,Серпень 2026
1706,2026-08-08,Продукти,12.99,,True,Серпень 2026
1707,2026-08-08,Продукти,14.79,,True,Серпень 2026
1708,2026-08-08,Продукти,32.61,,True,Серпень 2026
1709,2026-08-08,Сигарети,7.0,,True,Серпень 2026
1710,2026-08-08,Таксі,3.7,,True,Серпень 2026
1711,2026-08-08,Таксі,6.52,,True,Серпень 2026
1712,2026-08-08,Таксі,5.63,,True,Серпень 2026
1713,2026-08-08,Таксі,5.98,,True,Серпень 2026
1714,2026-08-08,Таксі,3.22,,True,Серпень 2026
1715,2026-08-08,Таксі,4.41,,True,Серпень 2026
1716,2026-08-08,Таксі,6.06,,True,Серпень 2026
1717,2026-08-09,Іжа в закладі,96.5,,True,Серпень 2026
1718,2026-08-09,Іжа на виніс,33.69,,True,Серпень 2026
1719,2026-08-09,Приїзд родичів,6.5,,False,Серпень 2026
1720,2026-08-09,Приїзд родичів,53.48,,False,Серпень 2026
1721,2026-08-09,Приїзд родичів,18.15,,False,Серпень 2026
1722,2026-08-09,Продукти,8.06,,True,Серпень 2026
1723,2026-08-09,Сигарети,7.0,,True,Серпень 2026
1724,2026-08-09,Таксі,5.23,,True,Серпень 2026
1725,2026-08-09,Таксі,4.53,,True,Серпень 2026
1726,2026-08-09,Таксі,5.22,,True,Серпень 2026
1727,2026-08-10,Іжа на виніс,11.3,,True,Серпень 2026
1728,2026-08-10,Алкоголь,13.35,,True,Серпень 2026
1729,2026-08-10,Алкоголь,3.46,,True,Серпень 2026
1730,2026-08-10,Алкоголь,-1.94,,True,Серпень 2026
1731,2026-08-10,Квартира,560.0,,False,Серпень 2026
1732,2026-08-10,Приїзд родичів,28.89,,False,Серпень 2026
1733,2026-08-10,Приїзд родичів,-5.1,,False,Серпень 2026
1734,2026-08-10,Приїзд родичів,6.5,,False,Серпень 2026
1735,2026-08-10,Продукти,5.1,,True,Серпень 2026
1736,2026-08-10,Продукти,17.62,,True,Серпень 2026
1737,2026-08-10,Продукти,3.5,,True,Серпень 2026
1738,2026-08-10,Підписки,6.8,Мобільний Коля,False,Серпень 2026
1739,2026-08-10,Сигарети,7.0,,True,Серпень 2026
1740,2026-08-10,Снеки,1.94,,True,Серпень 2026
1741,2026-08-11,Іжа на виніс,7.64,,True,Серпень 2026
1742,2026-08-11,Масаж,60.0,,False,Серпень 2026
1743,2026-08-11,Проїзд,0.51,,True,Серпень 2026
1744,2026-08-11,Речі для дому,0.4,,False,Серпень 2026
1745,2026-08-11,Сигарети,7.0,,True,Серпень 2026
1746,2026-08-11,Таксі,4.42,,True,Серпень 2026
1747,2026-08-12,iherb,78.37,,True,Серпень 2026
1748,2026-08-12,Алкоголь,1.22,,True,Серпень 2026
1749,2026-08-12,Сигарети,7.0,,True,Серпень 2026
1750,2026-08-12,Снеки,2.12,,True,Серпень 2026
1751,2026-08-12,Солодке,4.33,,True,Серпень 2026
1752,2026-08-12,Спорт,5.5,,False,Серпень 2026
1753,2026-08-13,Продукти,2.3,,True,Серпень 2026
1754,2026-08-13,Продукти,3.83,,True,Серпень 2026
1755,2026-08-13,Продукти,3.94,,True,Серпень 2026
1756,2026-08-13,Продукти,1.71,,True,Серпень 2026
1757,2026-08-13,Продукти,0.5,,True,Серпень 2026
1758,2026-08-13,Продукти,0.46,,True,Серпень 2026
1759,2026-08-13,Продукти,1.61,,True,Серпень 2026
1760,2026-08-13,Хоббі,2.7,,True,Серпень 2026
1761,2026-08-13,Хоббі,1.84,,True,Серпень 2026
1762,2026-08-13,Хімія,9.24,,True,Серпень 2026
